1,1.03542,1.07209,1.07211,1.14237,1.30499,1.30501,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.20289,3.20291,3.60739,3.60741,4,4.03809,4.03811,4.96639,4.96641,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3753.976,3421.3704,3118.2906,3124.0277,2638.0537,1850.7859,1860.6924,1284.8049,582.09272,477.53347,699.88155,480.1814,485.73069,341.99145,341.98505,291.07245,242.65043,242.64621,174.37194,174.36926,130.89709,127.44539,325.48566,190.52704,190.52506,187.23467,114.4091,51.965644,27.839421,8.8187059,3.9089498,1.3036949,0.6540491,0.4183824,0.3116292,0.2217177,0.185061,0.1480916,0.1310338,0.1115354,0.09926017,0.09039019,0.08347926,0.07322542,0.0657922,0.05882174,0.05356773,0.04614986,0.03749786,0.03259976,0.02946749,0.02733141,0.02464463,0.0230935,0.02124362,0.02058157
