1.,1.5,2.,3.,4.,5.,6.,8.,10.,15.,20.,30.,40.,50.,60.,80.,100.,150.,200.,300.,400.,500.,600.,800.,1000.,1500.,2000.,3000.,4000.,5000.,6000.,8000.,10000.,15000.,20000.,30000.,40000.,50000.,60000.,80000.,100000.,150000.,200000.,300000.,400000.,500000.,600000.,800000.,1.e6,1.5e6,2.e6,3.e6,4.e6,5.e6,6.e6,8.e6,1.e7
0,0.05,0.075,0.1,0.125,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.925,0.95,0.97,0.99,0.995,0.999,0.9995,0.9999,0.99995,0.99999,1.
