0.99755,1.0382,1.05872,1.07935,1.10017,1.12116,1.16355,1.20648,1.24994,1.29401,1.33888,1.38461,1.43132,1.47935,1.52945,1.58167,1.63358,1.67959,1.71432,1.73978,1.75963,1.76896,1.78282,1.79737,1.805,1.80653,1.80913,1.80924,1.80856,1.80846,1.80844,1.80946
1.36578,1.41045,1.43323,1.45627,1.47975,1.50367,1.55264,1.60317,1.65517,1.70855,1.76314,1.81874,1.87493,1.93121,1.98686,2.0409,2.09204,2.13865,2.17905,2.21294,2.23781,2.24371,2.24286,2.24034,2.26575,2.28259,2.27806,2.27429,2.27328,2.27363,2.27217,2.27623
1.68947,1.7399,1.76545,1.79124,1.81746,1.84409,1.89842,1.95416,2.01121,2.0694,2.1285,2.18822,2.2481,2.30748,2.36551,2.42108,2.47275,2.51877,2.55754,2.58946,2.61311,2.61907,2.61914,2.61824,2.64563,2.66238,2.65577,2.65186,2.6518,2.65242,2.65085,2.65399
2.22972,2.29854,2.33222,2.36576,2.39905,2.43206,2.49713,2.56064,2.62234,2.68213,2.73999,2.79578,2.84951,2.90141,2.9526,3.0037,3.05329,3.09854,3.13654,3.16719,3.19212,3.20354,3.21499,3.22418,3.23334,3.23513,3.23563,3.23607,3.2375,3.23788,3.2377,3.23607
2.67256,2.76232,2.80435,2.84545,2.88487,2.92259,2.99332,3.0576,3.11597,3.16997,3.2218,3.27189,3.32026,3.36694,3.41256,3.45736,3.50005,3.53832,3.57026,3.59762,3.62254,3.63435,3.64732,3.65843,3.66755,3.66916,3.66654,3.66722,3.67135,3.67229,3.67206,3.66704
3.05067,3.15822,3.20709,3.25425,3.29835,3.3394,3.41311,3.47565,3.52838,3.57437,3.61789,3.65989,3.7005,3.73975,3.77813,3.8158,3.85154,3.8831,3.90887,3.93163,3.95499,3.96743,3.98147,3.99344,4.00251,4.00381,3.99924,4.0001,4.0059,4.00722,4.00688,3.99976
3.38127,3.50284,3.55685,3.60846,3.65575,3.69874,3.77311,3.83213,3.87793,3.915,3.94938,3.98252,4.01461,4.04577,4.0764,4.10666,4.13538,4.16036,4.18019,4.19839,4.21965,4.23213,4.24643,4.25853,4.26733,4.26842,4.26291,4.26385,4.27038,4.27188,4.27151,4.26344
3.93992,4.0783,4.13769,4.1936,4.24325,4.28673,4.35719,4.40609,4.43682,4.45593,4.47206,4.48736,4.50219,4.5169,4.53194,4.54761,4.56297,4.57592,4.58534,4.59537,4.61157,4.62267,4.63526,4.64558,4.65333,4.65429,4.64938,4.6502,4.65595,4.65727,4.65695,4.64982
4.40141,4.54515,4.60507,4.66078,4.70895,4.74974,4.81174,4.84834,4.86384,4.8661,4.86521,4.86383,4.86243,4.86166,4.86211,4.86434,4.86763,4.87008,4.87074,4.87369,4.88429,4.89281,4.90184,4.90868,4.91489,4.91594,4.91348,4.91396,4.91726,4.91801,4.91785,4.91381
5.27777,5.43925,5.49327,5.53887,5.56977,5.58814,5.60144,5.59563,5.57668,5.55025,5.52299,5.49469,5.46272,5.42668,5.39159,5.36194,5.33795,5.31832,5.30253,5.2938,5.29076,5.28775,5.28476,5.28341,5.28429,5.28526,5.29051,5.29004,5.28576,5.2846,5.28508,5.29055
5.94943,6.05135,6.08555,6.11442,6.13379,6.14406,6.14146,6.11001,6.05598,5.98941,5.92238,5.85813,5.79762,5.74142,5.69022,5.64445,5.60404,5.56778,5.53508,5.5083,5.4898,5.48194,5.469,5.45529,5.4515,5.4527,5.46406,5.46269,5.45184,5.44933,5.45005,5.46375
6.89263,6.92444,6.9225,6.9155,6.8995,6.87506,6.80558,6.71154,6.6001,6.4818,6.36843,6.26347,6.16727,6.07925,5.99882,5.92471,5.85682,5.794,5.73565,5.68369,5.63959,5.61786,5.58858,5.56059,5.54701,5.54692,5.56352,5.56118,5.54378,5.53978,5.54091,5.5627
7.69202,7.55901,7.48825,7.41784,7.34803,7.2788,7.14184,7.007,6.87439,6.74432,6.61669,6.49236,6.37217,6.25605,6.14522,6.04005,5.94153,5.85098,5.76942,5.69586,5.63185,5.60677,5.58874,5.57486,5.52441,5.50401,5.52644,5.52939,5.51284,5.50717,5.51233,5.52963
8.17726,7.99482,7.89949,7.80487,7.71151,7.61936,7.43819,7.26143,7.08925,6.92189,6.75961,6.6033,6.45402,6.31172,6.17787,6.05338,5.93931,5.83714,5.74753,5.66701,5.59399,5.56293,5.53703,5.51433,5.45001,5.42478,5.44573,5.45027,5.43819,5.43374,5.43814,5.44825
8.56243,8.33606,8.21904,8.10311,7.98912,7.87697,7.65736,7.44443,7.23833,7.0391,6.84737,6.66412,6.49032,6.32598,6.17264,6.03173,5.90424,5.79177,5.69474,5.60793,5.52774,5.49243,5.46141,5.43322,5.35937,5.32956,5.34548,5.35149,5.34619,5.34365,5.34687,5.34727
