1,1.5,2,3,3.35109,3.35111,3.43632,3.52369,3.52371,3.66203,3.80579,3.80581,4,5,6,8,10,15,20,25.51399,25.51401,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
73909.5,29295,14710.5,5392.8,4081.35,13377,12600,11823,16243.5,14794.5,13461,15414,13702.5,7754.25,4840.5,2272.2,1252.65,419.79,192.78,100.0335,581.595,385.14,180.6,99.162,60.543,27.8355,15.435,5.6973,3.1206,1.638,1.18755,0.978705,0.856065,0.71043,0.621705,0.547785,0.49917,0.441945,0.39417,0.37863,0.375585,0.378105,0.390915,0.40761,0.44898,0.483945
