1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
1761.42,557.907,241.149,72.0099,30.1506,15.2799,8.77176,3.69675,1.94184,0.693036,0.401295,0.251658,0.211575,0.193812,0.18321,0.169539,0.159867,0.142662,0.130386,0.113181,0.101277,0.0925071,0.0855414,0.0751254,0.0675366,0.0604035,0.054963,0.0470952,0.0376185,0.0320292,0.0283185,0.025668,0.0221619,0.0199485,0.0169167,0.0154194
