1,1.5,2,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3193.6443,1070.5533,484.58812,185.00293,1261.3663,1131.4165,537.84117,297.25459,181.30201,81.585682,43.428277,13.582849,5.9511253,1.9387552,0.94919807,0.59266988,0.43219925,0.29870037,0.24534052,0.1931193,0.1700458,0.14427379,0.12826699,0.11675607,0.10780329,0.094530633,0.084917594,0.075928695,0.069164673,0.059626744,0.04858822,0.042386033,0.038460949,0.03579929,0.032498729,0.030632362,0.028487694,0.027807316
