1,1.14237,1.30499,1.30501,1.5,2,3,4,4.96639,4.96641,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
1981.795,1363.8777,938.7048,1129.3616,776.10547,345.14988,107.06435,45.910842,24.140521,32.742499,32.229285,19.188641,8.4123081,4.4660197,1.4890069,0.75075187,0.36416403,0.26492057,0.22586688,0.2056146,0.18405939,0.17136653,0.15131526,0.13780488,0.11939167,0.10687801,0.097561734,0.090202006,0.079212922,0.071204878,0.063680484,0.057956978,0.049680178,0.039745679,0.033905595,0.030041687,0.027302178,0.023672318,0.021402267,0.018315563,0.016818751
