1,1.03542,1.07209,1.07211,1.5,2,2.47199,2.47201,2.6414,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2496.6,2272.4,2067.2,2072.9,819.09,361,195.035,196.84,162.165,133.475,134.9,112.86,48.013,24.5765,14.193,5.985,3.1046,1.02885,0.539315,0.290985,0.22762,0.201685,0.18753,0.171,0.16036,0.1425,0.12996,0.112765,0.10089,0.092112,0.0851675,0.0747935,0.067241,0.060135,0.05472,0.04693,0.0375725,0.0320815,0.0284525,0.0258875,0.022496,0.0203775,0.0175085,0.016131
