1,1.14237,1.30499,1.30501,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
9447.498,6601.6529,4612.2626,8867.8827,6317.6363,2945.0736,965.14225,426.36849,223.69822,131.25004,56.140178,28.971861,8.8532095,3.9990067,1.5378299,0.93897316,0.71856001,0.61413492,0.51676554,0.46873805,0.40480775,0.36624965,0.3159111,0.28224701,0.25744562,0.23796083,0.20891348,0.18778936,0.16790793,0.15286951,0.1315442,0.10638821,0.091977757,0.082671493,0.076238388,0.068032136,0.063154858,0.057063494,0.054579022
