1,1.08867,1.18519,1.18521,1.20109,1.21719,1.21721,1.5,1.54399,1.54401,1.61454,1.68829,1.68831,1.78195,1.88079,1.88081,2,2.47199,2.47201,3,4,5,6,7.24279,7.24281,7.57876,7.93029,7.93031,8,8.37559,8.37561,10,15,20,30,40,50,50.23909,50.23911,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
18577.804,15637.205,13118.971,14744.427,18330.4,27099.353,32062.518,32657.872,30441.719,34959.924,31511.521,28409.232,30096.588,26671.222,23618.79,24626.257,21447.72,12978.136,14145.773,8966.1152,4401.4274,2507.7639,1575.4722,971.89643,2464.5882,2196.2014,1953.1986,2633.0995,2581.3609,2303.0046,2648.5177,1699.8507,587.9117,274.44501,93.294135,43.556673,24.354856,24.060441,115.71114,73.001173,34.714707,19.441324,6.979512,3.5803662,1.6256469,1.0587131,0.81423962,0.68102345,0.53754064,0.45850718,0.39696979,0.35948369,0.31771745,0.2849253,0.27524635,0.27419144,0.27693491,0.28745629,0.30042473,0.33311994,0.35991151
