1,1.03199,1.06499,1.06501,1.13851,1.21709,1.21711,1.5,2,3,4,5,5.01189,5.01191,5.18274,5.35939,5.35941,5.53401,5.71429,5.71431,6,8,10,15,20,30,35.98459,35.98461,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
36624.502,34272.867,32043.513,33739.153,29354.707,25453.574,26548.004,16625.989,8479.9711,3143.7572,1524.5795,862.68343,857.76717,2436.1563,2256.5835,2059.6683,2796.6578,2597.6004,2382.9269,2739.7204,2435.6893,1165.3945,649.76393,221.04735,102.18473,34.45937,21.281272,113.33119,85.869666,48.358516,29.794428,13.895261,7.7241174,2.7991016,1.4794183,0.72298142,0.49925788,0.39944869,0.34291102,0.2789968,0.24183393,0.21169186,0.19238732,0.17012984,0.15172433,0.14574627,0.14457777,0.14546175,0.15026993,0.15655973,0.17256005,0.18588106
