1,1.03542,1.07209,1.07211,1.14237,1.30499,1.30501,1.5,2,2.14549,2.14551,2.47199,2.47201,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
5139.71,4682.6511,4266.317,4274.4709,3607.2026,2527.3045,2541.3754,1752.3994,791.40966,648.68037,904.42244,618.22488,626.10612,373.37071,167.04602,162.61517,388.61594,222.76137,135.82815,61.526842,32.920096,10.434963,4.6476437,1.581191,0.81634806,0.53812221,0.41139814,0.30338485,0.25823992,0.21066069,0.18750163,0.16018523,0.14272126,0.13003126,0.12011789,0.10539057,0.094703393,0.08467301,0.07709917,0.0663661,0.053775073,0.046595454,0.041973255,0.038795706,0.034756942,0.032383569,0.029462132,0.02832278
