1,1.003,1.00599,1.00601,1.0098,1.01969,1.01971,1.03119,1.04279,1.04281,1.11565,1.19359,1.19361,1.5,2,3,3.53749,3.53751,3.63101,3.72699,3.72701,4,4.01799,4.01801,4.34139,4.34141,4.47465,4.61199,4.61201,4.7728,4.93919,4.93921,5,6,8,9.65859,9.65861,10,15,20,26.71119,26.71121,30,31.81379,31.81381,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
42411.34,42133.03,41856.304,42893.705,42535.762,41621.959,42965.779,42712.432,42558.792,43575.616,38267.374,32983.61,33577.039,20061.62,10107.66,3707.766,2442.2011,4285.4179,4021.8969,3762.6853,4634.986,3894.7,3851.013,4238.4381,3489.9935,4999.1223,4691.8856,4361.0436,5071.5183,4687.6353,4302.9751,4659.6552,4519.824,2845.886,1340.583,813.92055,940.6752,859.096,291.2702,134.0032,61.307355,158.37839,117.1948,100.42653,188.7372,104.22832,57.56964,35.3017,16.306932,9.047014,3.316034,1.793012,0.91756,0.6545242,0.534122,0.4643538,0.3829508,0.334022,0.2937526,0.2674728,0.2368488,0.2114448,0.2033828,0.2020082,0.2034756,0.2106386,0.2197446,0.2424226,0.2613886
