1,1.18714,1.40929,1.40931,1.43113,1.45329,1.45331,1.5,1.81179,1.81181,2,2.00579,2.00581,2.10376,2.20649,2.20651,3,4,5,6,8,8.35789,8.35791,8.79944,9.26429,9.26431,9.50468,9.75129,9.75131,10,15,20,30,40,50,57.48549,57.48551,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
24913.368,17932.548,12764.928,18757.554,28739.22,39337.374,44894.832,55021.554,34822.506,40361.832,31939.518,31721.934,33698.322,30253.242,27152.67,28349.382,13834.716,6878.3742,3951.8694,2499.4962,1205.778,1078.854,2834.0316,2537.5734,2173.1202,2965.4886,2792.328,2616.4476,3018.978,2836.7514,1002.6996,471.79464,161.3748,75.38379,42.011844,29.301312,137.25924,123.47892,58.729548,32.891448,11.64981,5.815839,2.4695784,1.5158352,1.115118,0.90369888,0.68620554,0.57269922,0.48883872,0.4406076,0.39137922,0.35883228,0.35420862,0.35910426,0.36771696,0.38929404,0.41241234,0.46608306,0.50887458
