1,1.5,2,3,4,4.96639,4.96641,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
26645.26,9515.84,4476.44,1508.642,688.718,380.452,3122.612,3104.452,1962.642,918.442,502.578,162.8498,71.959,22.57288,10.05156,5.50702,3.478094,1.839608,1.235334,0.748646,0.596556,0.473522,0.4122774,0.3718714,0.3418166,0.2983688,0.2674514,0.2389402,0.2179654,0.189772,0.1594448,0.1440542,0.1353828,0.1302072,0.1252586,0.1238058,0.1253948,0.1291176
