1,1.03542,1.07209,1.07211,1.5,1.83889,1.83891,2,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
7736.9488,7053.3372,6430.1921,7793.6557,3322.167,1913.0488,4241.5158,3567.7506,1216.0552,552.28345,537.79983,770.46193,433.43206,261.57057,116.47175,61.579479,19.129156,8.3966928,2.7932484,1.4143484,0.91654032,0.69122082,0.50076816,0.42220982,0.34111835,0.30264588,0.25800358,0.22964795,0.20913685,0.19316396,0.16944544,0.1522506,0.1361236,0.12397806,0.10694307,0.087198413,0.076143936,0.069138223,0.064413097,0.058571961,0.055291404,0.051573777,0.050445883
