1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.30297,2.47199,2.47201,2.6414,2.82239,2.82241,3,3.60739,3.60741,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3976.96,3628.56,3309.28,3321.76,1342.64,601.432,492.648,494.936,404.456,330.096,333.944,276.016,228.072,231.088,193.856,113.152,115.336,85.1552,43.9816,25.5424,10.8056,5.57128,1.75656,0.850928,0.392912,0.279448,0.235664,0.213512,0.190112,0.176696,0.155688,0.141752,0.12272,0.10972,0.1001832,0.0926224,0.0813488,0.0731328,0.0653952,0.0595088,0.0511056,0.041028,0.0351728,0.0313248,0.0286208,0.0250744,0.0229008,0.0200096,0.0186784
