1,1.03933,1.08019,1.08021,1.09302,1.10599,1.10601,1.25312,1.41979,1.41981,1.5,1.54069,1.54071,1.62921,1.72279,1.72281,2,3,4,5,6,6.71619,6.71621,7.00767,7.31179,7.31181,7.5213,7.73679,7.73681,8,10,15,20,30,40,46.83419,46.83421,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
15718.22,14643.98,13629.42,19657.1,28624.02,41872.98,51115.92,49541.86,39254.52,45297.12,39970.68,37643.16,39948.3,35360.4,31249.94,32644.96,23275.2,8899.78,4381.258,2503.576,1577.79,1183.902,3233.164,2907.908,2608.016,3547.976,3357.746,3089.186,3563.642,3283.146,1864.254,644.0218,300.265,101.829,47.46052,31.39168,156.66,132.3404,82.5822,38.88152,21.64146,7.66142,3.873232,1.712816,1.093636,0.829552,0.6876628,0.5371946,0.4555076,0.3932166,0.3560658,0.316304,0.2885528,0.2832562,0.2859418,0.2918352,0.3076504,0.324883,0.3654654,0.397991
