1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.30297,2.47199,2.47201,2.6414,2.82239,2.82241,3,3.60739,3.60741,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4026.75,3673.95,3350.55,3363.15,1359.75,609,498.96,503.58,411.6,336,339.885,281.085,232.155,235.2,197.4,115.29,117.495,86.7405,44.8245,26.0295,11.0145,5.6805,1.79025,0.865935,0.39858,0.282765,0.238245,0.21567,0.19194,0.17829,0.15708,0.142905,0.123795,0.110775,0.101052,0.093429,0.082047,0.073773,0.065961,0.0600285,0.0515445,0.041391,0.03549,0.031605,0.028875,0.0253155,0.023121,0.020202,0.0188685
