1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2101.64,665.5559,287.63855,85.883352,35.937744,18.202743,10.437768,4.3796753,2.2857346,0.79697673,0.44948016,0.27192198,0.22484558,0.20454374,0.19257311,0.17763683,0.16734225,0.14913675,0.13615364,0.11813692,0.10580491,0.096600662,0.089320949,0.078442612,0.070516072,0.063071432,0.057402347,0.049202171,0.039366462,0.03358363,0.029758692,0.027048259,0.023455374,0.0212101,0.018159862,0.016683293
