1,1.15026,1.32309,1.32311,1.34073,1.35859,1.35861,1.5,1.52649,1.52651,1.83889,1.83891,2,2.48399,2.48401,2.53429,2.58559,2.58561,3,3.06639,3.06641,3.3013,3.55419,3.55421,3.69948,3.85069,3.85071,4,4.96639,4.96641,5,6,8,10,11.86669,11.86671,13.03519,13.03521,15,15.19999,15.20001,15.5269,15.86079,15.86081,20,30,40,50,60,80,88.00449,88.00451,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
29954.217,22374.057,16735.818,16791.705,16339.693,15900.364,15926.941,12987.565,12495.785,12506.244,8304.7384,9754.5543,8180.9993,4963.0012,7752.3703,9227.8081,10187.388,12591.371,9927.8246,9379.5808,10731.237,8966.6366,7459.3849,7875.6356,7158.5661,6502.6627,6769.2495,6185.1935,3654.0045,3684.3695,3624.8496,2310.504,1124.924,639.91194,414.74387,417.27204,328.93163,773.67266,532.37742,514.22327,704.57935,671.72409,637.49976,732.91164,408.54794,143.39691,67.989654,38.157218,23.90526,11.626531,9.224869,36.225504,26.219747,9.6374872,4.8639948,2.0510154,1.2340502,0.88930758,0.70787822,0.52381223,0.43007843,0.36236417,0.32394777,0.28412992,0.25388131,0.24490053,0.24377782,0.24618865,0.25552869,0.26715689,0.29656836,0.32126791
