1,1.03542,1.07209,1.07211,1.5,2,2.47199,2.47201,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
5626.6805,5124.9663,4668.0452,4692.912,1908.403,855.80556,465.89284,468.51357,320.43628,328.72032,276.53781,119.14373,61.479105,35.662013,15.058275,7.7524605,2.4364819,1.1763592,0.54076113,0.38353163,0.32302842,0.29237814,0.26024624,0.24171978,0.21302854,0.1938912,0.16787013,0.15015547,0.13704109,0.12670264,0.11127911,0.10004658,0.089447334,0.081401102,0.069901886,0.056148206,0.048139903,0.042884582,0.039186874,0.034366102,0.031401752,0.027470099,0.025654586
