1,1.08876,1.18539,1.18541,1.22832,1.27279,1.27281,1.35222,1.43659,1.43661,1.5,2,3,4,5,5.72339,5.72341,6,6.16419,6.16421,6.35359,6.54879,6.54881,8,10,15,20,30,40,40.44299,40.44301,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
64646.127,53196.087,43689.891,50227.065,46492.488,43037.505,45620.421,40148.367,35235.501,36826.524,33504.681,17354.799,6561.8049,3202.6827,1824.018,1293.4551,3630.7278,3267.2556,3031.5978,4119.3516,3831.7692,3549.5124,4093.3893,2484.3924,1385.9874,475.50951,220.47984,74.49183,34.716255,33.724362,175.41195,101.1864,62.888679,29.350713,16.276365,5.7829359,2.9636964,1.3573623,0.8933694,0.6929937,0.58295349,0.46346034,0.39682377,0.34489917,0.31294557,0.27806289,0.25243344,0.24664185,0.24810639,0.25243344,0.26501517,0.27919458,0.31281243,0.33970671
