1,1.03542,1.07209,1.07211,1.14237,1.30499,1.30501,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
5114.9956,4658.8513,4243.467,4251.6214,3586.133,2509.9379,2516.9221,1733.3269,780.7722,639.52643,828.96075,563.84093,571.72318,399.37442,401.43941,340.5552,202.56916,204.08298,152.63633,148.56591,348.8847,199.60138,121.56029,54.989323,29.410156,9.3380888,4.179436,1.4473459,0.76526612,0.51644974,0.40255182,0.30444914,0.26258171,0.21689946,0.19378641,0.16594049,0.14796092,0.13484776,0.12458606,0.10932858,0.098249204,0.087845758,0.079980179,0.068803104,0.055638426,0.048093653,0.043213554,0.0398405,0.035521882,0.03295438,0.029729645,0.028408137
