1,1.5,1.58849,1.58851,1.61375,1.63939,1.63941,2,2.02359,2.02361,2.14019,2.26349,2.26351,2.37462,2.49119,2.49121,3,4,5,6,8,9.24409,9.24411,10,10.34859,10.34861,10.6063,10.87039,10.87041,15,20,30,40,50,60,63.31379,63.31381,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
31360.08,14012.16,12437.76,15714.48,22651.68,33869.28,38720.4,33967.68,32983.68,38277.6,33426.48,29214.96,31045.2,27807.84,24905.04,25977.6,16826.4,8423.04,4855.056,3078.936,1488.792,1032.216,2659.752,2175.624,1986.696,2712.888,2633.184,2410.8,2780.784,1227.048,578.6904,199.0632,93.20448,51.94536,32.44248,28.28016,128.412,70.46424,39.68472,14.10072,7.01592,2.933304,1.770216,1.28412,1.029264,0.7703736,0.6374352,0.5408064,0.4861944,0.431484,0.3963552,0.392124,0.398028,0.4080648,0.4327632,0.4589376,0.5197488,0.5680632
