1,1.03542,1.07209,1.07211,1.18283,1.30499,1.30501,1.5,2,2.14549,2.14551,2.30297,2.47199,2.47201,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
7259.52,6627.84,6048,6059.52,4673.28,3596.16,3615.36,2486.4,1126.848,926.208,1365.888,1135.872,942.144,952.704,567.936,255.552,248.832,639.744,368.064,224.832,102.2016,54.7392,17.34144,7.68192,2.55552,1.27776,0.814464,0.604416,0.427968,0.35616,0.28416,0.251328,0.213696,0.1902336,0.1732224,0.1599744,0.1403136,0.1260672,0.1127232,0.1026432,0.0884544,0.071904,0.0625344,0.0565632,0.0524928,0.0473664,0.0444288,0.0409344,0.0397056
