1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2641.4103,855.49707,374.76914,113.79925,48.079409,24.500368,14.101689,5.9268891,3.0766883,1.0346839,0.55602767,0.31290544,0.25010158,0.22401615,0.20932901,0.1918385,0.18025258,0.16034232,0.14631797,0.12690676,0.11363095,0.10373463,0.095918099,0.08423996,0.0757277,0.067726617,0.061635059,0.052846565,0.042299001,0.036104819,0.032010609,0.029111687,0.025276854,0.022883279,0.019638341,0.0180743
