1,1.5,2,3,3.53749,3.53751,3.63101,3.72699,3.72701,4,4.01799,4.01801,5,6,8,10,15,20,26.71119,26.71121,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
63577.5,25353.15,12741.45,4683.11,3092.375,9964.8,9367.95,8762.45,12014.85,10120.5,10008.05,11452.6,6647.525,4145.945,1949.71,1076.06,361.397,166.08,76.19785,438.1225,325.6725,153.797,84.58835,51.68375,23.79615,13.1826,4.837945,2.62787,1.358915,0.976585,0.800125,0.697536,0.576955,0.503949,0.4436585,0.4042145,0.3580235,0.319877,0.3078535,0.305864,0.3081995,0.3192715,0.3332845,0.3678845,0.3967755
