1,1.01336,1.02689,1.02691,1.03913,1.05149,1.05151,1.19448,1.35689,1.35691,1.41299,1.47139,1.47141,1.5,1.65299,1.65301,2,3,4,5,6,6.45929,6.45931,6.73036,7.01279,7.01281,7.21737,7.42789,7.42791,8,10,15,20,30,40,45.18399,45.18401,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
14844.32,14490.54,14143.98,19703.38,28114.68,42092.6,52287.24,52215.04,41060.14,47327.1,43211.7,39464.52,41868.78,40092.66,32468.34,33926.78,22006.56,8389.64,4121.898,2353.72,1482.266,1228.844,3377.516,3051.172,2747.21,3735.628,3526.248,3244.668,3742.848,3114.708,1761.68,607.2742,282.7352,95.8094,44.62682,32.42502,163.533,125.267,78.4814,36.87254,20.5048,7.2561,3.680756,1.641106,1.055564,0.80503,0.6697272,0.525616,0.4467736,0.38627,0.3500978,0.3110376,0.283385,0.2778978,0.2802804,0.2858398,0.3010018,0.3177522,0.3571012,0.388436
