1,1.0098,1.01969,1.01971,1.03119,1.03542,1.04279,1.04281,1.07209,1.07211,1.11565,1.14237,1.19359,1.19361,1.30499,1.30501,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,4.03809,4.03811,5,6,7.11199,7.11201,8,9.65859,9.65861,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3853.0297,3753.2242,3656.0629,3655.8939,3547.4093,3508.5499,3442.2288,3442.0692,3194.9064,3205.9127,2880.5165,2702.9351,2402.2922,2402.1946,1889.9686,1890.6618,1300.3934,582.12748,475.71301,483.80798,322.41598,325.78709,223.08032,226.62381,190.61372,111.13753,114.54681,84.79197,82.452407,82.53503,43.944472,25.562012,15.391789,15.409912,10.854333,6.2129898,6.2152029,5.6089327,1.772304,0.85771453,0.39440733,0.27941402,0.23513531,0.21270004,0.18923301,0.1757308,0.15484994,0.14093501,0.1220235,0.10915505,0.099622875,0.092106998,0.080893394,0.072726285,0.065023824,0.059175378,0.050805808,0.040792286,0.034955729,0.031122059,0.028422574,0.024896632,0.022724353,0.019835097,0.018493283
