1,1.0284,1.05759,1.05761,1.13049,1.20839,1.20841,1.5,2,3,3.10489,3.10491,3.17584,3.24839,3.24841,3.5096,3.79179,3.79181,4,4.48949,4.48951,4.65278,4.82199,4.82201,5,6,8,10,15,15.44439,15.44441,16.8961,18.48429,18.48431,18.8568,19.23669,19.23671,20,30,40,50,60,80,100,103.92199,103.92201,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
31005,29475,28010,28415,25095,22120,22580,14750,8100,3332,3084.5,8575,7530,6870,10195,8235,6710,7790,6835,5120,5430,4997.5,4564.5,4761,4370.5,2806.5,1384.5,794.5,288,267.75,626.5,491.95,388.3,540.5,563,489.95,564,511.5,183.2,87.5,49.25,30.83,14.855,8.56,7.8,29.13,11.775,5.86,2.348,1.331,0.9085,0.6915,0.47895,0.37675,0.30705,0.27075,0.23755,0.2174,0.2152,0.21895,0.225,0.23965,0.2551,0.29075,0.31915
