1,1.5,2,2.12159,2.12161,2.16138,2.20189,2.20191,2.41348,2.64539,2.64541,3,3.02649,3.02651,3.15838,3.29599,3.29601,4,5,6,8,10,11.56369,11.56371,12.3887,13.27259,13.27261,13.5729,13.87989,13.87991,15,20,30,40,50,60,78.39479,78.39481,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
95087.85,42599.7,23187.45,20390.37,22179.3,30694.95,50214.45,53346.15,53882.4,49485.15,57121.35,42149.25,41248.35,43779.45,39553.8,35842.95,37365.9,23595,13732.29,8758.035,4262.115,2428.14,1682.538,4174.17,3470.61,2893.605,3974.685,3963.96,3573.57,4120.545,3384.81,1624.623,566.4945,267.0525,149.1633,93.07155,47.25435,199.50645,187.27995,107.09985,38.50275,19.08192,7.775625,4.54311,3.20034,2.50536,1.813812,1.4708265,1.2284415,1.096524,0.969969,0.89232,0.884598,0.900042,0.924495,0.983268,1.045044,1.1876865,1.300728
