1,1.08088,1.16829,1.16831,1.2463,1.32949,1.32951,1.5,2,3,3.33199,3.33201,3.41048,3.49079,3.49081,4,4.04609,4.04611,4.42089,4.83039,4.83041,5,5.18229,5.18231,6,8,10,15,16.30029,16.30031,17.9166,19.69319,19.69321,20,20.47209,20.47211,30,40,50,60,80,100,109.65099,109.65101,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
77516.08,67354.84,58318.72,59162.56,52306.36,46141.64,47079.24,37046.92,20416.24,8414.96,6646.412,16337.68,15282.88,14368.72,20498.28,14685.16,14263.24,16583.8,13325.64,10668.716,11315.66,10405.016,9527.188,9935.044,6967.54,3444.508,1979.508,719.7252,584.9452,1354.832,1163.0928,818.5248,1116.5644,1097.9296,1037.3372,1193.096,456.1424,218.578,123.2944,77.25824,37.24616,21.4476,17.1698,62.53792,28.97184,14.46248,5.788508,3.268708,2.22094,1.68182,1.1557092,0.9034948,0.7326172,0.6443656,0.5639664,0.5152112,0.5094684,0.5181412,0.5323224,0.5667792,0.6034628,0.6880812,0.7555884
