1,1.19825,1.43579,1.43581,1.45586,1.47619,1.47621,1.5,1.65389,1.65391,2,3,4,5,6,8,10,12.65779,12.65781,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
9916.76,6471.36,4200.392,18605.16,17363.96,16721.96,22196.08,22838.08,18583.76,21036.2,13259.44,4776.48,2247.856,1239.488,758.844,347.3648,188.9192,99.2104,680.092,442.124,206.2104,68.3088,30.74752,16.53792,10.01948,4.6652,2.686984,1.156884,0.745576,0.489632,0.3979972,0.3479212,0.31458,0.2702392,0.2404932,0.2139572,0.1953392,0.171628,0.1487728,0.1389716,0.134606,0.132894,0.1334932,0.1363608,0.145306,0.1540372
