1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,5,6,7.11199,7.11201,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3965.229,3610.6382,3287.8022,3293.8238,1334.8134,597.38162,488.15137,490.47307,326.50699,330.39113,226.02368,230.61685,193.95341,113.02578,115.26738,85.26034,44.070692,25.603623,15.401441,15.773443,11.119914,5.750194,1.8189657,0.87976927,0.40307788,0.28459252,0.23898094,0.21590457,0.19184707,0.17806267,0.15683399,0.1427222,0.12356032,0.11052637,0.10087242,0.093262165,0.08190734,0.073637613,0.065839242,0.059917337,0.051446619,0.041315463,0.035413098,0.03153802,0.028810887,0.025250862,0.023059627,0.020149689,0.01880234
