1,1.003,1.00599,1.00601,1.5,2,3,4,4.34139,4.34141,4.47465,4.61199,4.61201,4.7728,4.93919,4.93921,5,6,8,10,15,20,30,31.81379,31.81381,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
52628.16,52291.2,51954.24,54188.16,22513.92,11431.68,4238.208,2057.328,1671.072,4918.368,4682.496,4364.88,5893.68,5479.968,5030.688,5798.208,5624.736,3569.904,1686.048,936.624,316.8672,146.0784,49.15872,42.04512,232.0656,128.7936,71.448,43.93584,20.3112,11.23824,4.051008,2.139696,1.047696,0.725712,0.5820672,0.5005728,0.4079712,0.3537456,0.3099408,0.2819232,0.2501616,0.2250144,0.2180256,0.2179008,0.2205216,0.2298192,0.240864,0.267696,0.2896608
