1,1.03542,1.07209,1.07211,1.5,2,2.29489,2.29491,2.33947,2.38489,2.38491,2.60577,2.84709,2.84711,3,3.27849,3.27851,3.41712,3.56159,3.56161,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.18809,5.18811,6,8,10,12.28389,12.28391,13.2113,14.20869,14.20871,14.5206,14.83929,14.83931,15,20,30,33.16939,33.16941,40,50,60,80,83.10229,83.10231,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
45874.68,42764.64,39800.88,40996.56,20027.64,10417.68,7555.68,7873.68,8802.24,10672.08,11136.36,10061.52,8840.4,9737.16,8579.64,6900.6,7186.8,6512.64,5889.996,6066.804,4590.648,3337.092,5098.812,4770,4432.284,5252.088,4923.276,4485.072,4901.652,3424.86,1638.972,920.292,537.9924,833.796,686.244,565.7856,693.24,658.26,622.8348,686.88,667.8,318.3816,110.1552,84.7152,188.7012,116.1972,64.8084,40.07436,18.81288,17.03844,35.03088,21.7194,7.83552,3.95592,1.705752,1.056396,0.781008,0.635046,0.4834236,0.40386,0.3447756,0.3104952,0.2749428,0.2501388,0.2452416,0.2473404,0.2523012,0.2659116,0.280794,0.3158376,0.344076
