1,1.03542,1.07209,1.07211,1.5,2,3,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.18809,5.18811,6,8,10,15,20,30,33.16939,33.16941,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
13807.931,12794.544,11839.089,12229.562,5683.0789,2835.6151,1026.36,490.51056,349.83771,927.93027,873.9371,813.31969,1082.3109,1019.1431,926.17478,1062.8273,740.80982,349.59361,194.14698,65.662888,30.292975,10.245201,7.8669385,41.991692,25.939173,14.501468,8.9568557,4.1961877,2.3593823,0.89645773,0.50224426,0.27141095,0.1999464,0.16605721,0.14587547,0.12167529,0.10673823,0.094145112,0.085636512,0.075127542,0.065178482,0.060919904,0.059002177,0.05820769,0.05835364,0.059501914,0.063485107,0.067236956
