1,1.5,1.54989,1.54991,1.57278,1.59599,1.59601,1.68644,1.78199,1.78201,2,3,3.35109,3.35111,3.43632,3.52369,3.52371,3.66203,3.80579,3.80581,4,5,6,8,10,13.47369,13.47371,15,20,25.51399,25.51401,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
33402.325,13134.622,12142.124,21406.592,19833.692,18823.053,22982.081,20493.763,17800.603,19249.286,14594.202,5300.6118,3986.3453,7278.2929,6842.1243,6416.1681,7981.6232,7255.5851,6590.7687,7282.3845,6454.3835,3631.1327,2256.3138,1053.3044,578.91802,258.48866,603.73703,456.89425,213.32366,110.35522,280.89658,184.68095,85.718741,46.862697,28.552987,13.157633,7.3560567,2.8161874,1.6114152,0.90676966,0.68397517,0.57599614,0.51016997,0.42906614,0.37795014,0.33430837,0.30486174,0.26914317,0.23743233,0.22573132,0.22195355,0.22188191,0.22707956,0.23505785,0.255989,0.27434887
