1,1.5,1.80919,1.80921,1.84014,1.87159,1.87161,2,2.28099,2.28101,2.4235,2.57489,2.57491,2.69447,2.81959,2.81961,3,3.53749,3.53751,3.63101,3.72699,3.72701,4,4.01799,4.01801,5,6,8,10,10.20679,10.20681,10.8548,11.54399,11.54401,11.8186,12.09979,12.09981,15,20,26.71119,26.71121,30,40,50,60,69.52499,69.52501,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
39407.776,16022.719,10371.532,11254.291,13365.899,17124.428,18208.785,20418.11,14694.876,16513.054,14243.589,12275.651,12896.47,11584.321,10401.852,10764.661,9307.3351,6240.7162,8199.0963,7702.5732,7223.4742,8150.2582,6870.6125,6794.6409,7206.2497,4192.6719,2637.0586,1259.323,705.70289,669.03356,1239.0598,1051.9644,894.81856,1145.9862,1115.111,1020.9375,1148.7383,665.55399,313.53933,146.59254,249.73092,184.97634,87.207875,48.38855,29.965408,20.43928,55.425489,38.503529,21.866582,7.9436412,4.0848564,1.8428479,1.1886309,0.90606979,0.75268583,0.58906325,0.49984676,0.43122381,0.38953567,0.34332474,0.30592371,0.29403081,0.29155146,0.2933732,0.30303541,0.31567374,0.34808552,0.37549226
