1,1.04695,1.09609,1.09611,1.5,2,3,4,5,6,8,8.97889,8.97891,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
94707.2,83390.72,73848.32,83749.12,39585.28,19299.84,6709.248,3111.808,1701.504,1035.776,470.848,343.0784,2494.464,1934.464,663.488,302.7584,97.8432,43.56352,23.41248,14.27328,6.83648,4.107264,1.986432,1.396864,1.002624,0.8434048,0.7492352,0.6832,0.591808,0.5287296,0.4713856,0.4303488,0.376768,0.3224704,0.2972928,0.2846592,0.2784768,0.2754304,0.2780288,0.2909312,0.3053568
