1,1.5,2,2.68299,2.68301,2.7399,2.79799,2.79801,3,3.30189,3.30191,3.56733,3.85409,3.85411,4,4.14939,4.14941,5,6,8,10,13.81379,13.81381,15,16.24429,16.24431,16.5882,16.93929,16.93931,20,30,40,50,60,80,93.10499,93.10501,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
53347.68,24269.28,13262.36,6973.224,20559.92,18090.12,16543,25266.52,20084.6,15778.76,18229.92,15117.04,12479.48,13225.08,12106.68,11090.8,11575.44,7391.692,4739.22,2324.408,1329.964,590.6084,1410.116,1136.108,917.9268,1268.452,1208.804,1148.224,1323.44,871.6064,307.8396,146.2308,82.03464,51.25068,24.68868,16.9624,66.5448,55.83612,20.2244,10.04696,4.04022,2.314156,1.597448,1.228376,0.8654552,0.6888412,0.5673084,0.5027208,0.4426068,0.4065384,0.4029036,0.4099868,0.4214504,0.4488512,0.4775568,0.543822,0.5962936
