1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4014.0266,3655.1023,3328.3171,3334.3957,1351.3342,604.79697,494.21291,501.27073,333.94721,337.86825,231.30775,234.39742,197.09618,114.86798,118.26331,87.517558,45.278354,26.323152,11.153528,5.7568337,1.8164515,0.87832681,0.40353288,0.2857796,0.24045178,0.21748868,0.19347459,0.17965813,0.15830146,0.14407297,0.12473698,0.11158002,0.10183457,0.094152041,0.082689243,0.074340757,0.066467756,0.060489377,0.051938696,0.041712367,0.035755136,0.03184435,0.029092336,0.025500462,0.023290013,0.020355424,0.018997405
