1,1.5,2,2.47199,2.47201,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
12322.48,4229.84,1932.584,1073.592,2365.928,1468.456,677.544,660.376,1448.92,834.72,511.192,232.5968,124.616,39.3384,17.25976,5.55296,2.642688,1.592776,1.121248,0.732304,0.580752,0.440152,0.382728,0.322048,0.2857288,0.2597992,0.23976,0.21016,0.1887592,0.1687496,0.1537128,0.1328448,0.1088984,0.0956672,0.0874384,0.081992,0.0753912,0.0718688,0.068228,0.0675472
