1,1.03542,1.07209,1.07211,1.5,2,2.29489,2.29491,2.33947,2.38489,2.38491,2.60577,2.84709,2.84711,3,3.27849,3.27851,3.41712,3.56159,3.56161,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.18809,5.18811,6,8,10,12.28389,12.28391,13.2113,14.20869,14.20871,14.5206,14.83929,14.83931,15,20,30,33.16939,33.16941,40,50,60,80,83.10229,83.10231,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
45873.516,42733.775,39756.641,40946.275,20025.651,10418.375,7533.6035,7856.9263,8788.0703,10654.999,11118.151,10054.844,8834.7984,9733.1657,8579.5128,6894.0105,7185.9643,6500.6085,5886.3082,6063.1602,4591.477,3334.8441,5096.119,4767.9293,4431.3351,5250.8627,4923.2201,4484.0392,4900.3687,3424.5981,1638.8409,920.42988,537.65349,833.40025,685.79373,565.70718,693.16948,683.52212,622.93418,686.66503,667.76115,318.39656,110.17519,84.668258,188.63747,116.18639,64.833999,40.071751,18.811344,17.041665,35.0353,21.719942,7.8385227,3.9560866,1.7055553,1.0567331,0.78119769,0.63502904,0.48342228,0.40383067,0.34479674,0.31048541,0.27494849,0.25012271,0.2452679,0.24738102,0.25230744,0.26588058,0.28077787,0.31584953,0.3441114
