1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
5371.9989,4892.0292,4455.0017,4496.6123,1827.0011,818.80716,669.32121,738.76876,495.63348,519.30615,359.00253,365.21337,308.59887,134.7895,70.233218,41.035065,17.494588,9.0509826,2.8375623,1.3462651,0.58905732,0.40205639,0.33105014,0.29580858,0.26015493,0.24045953,0.21106482,0.19188744,0.16602612,0.14848135,0.13550079,0.12527267,0.11001566,0.098906408,0.088430685,0.080480744,0.069121766,0.055558423,0.047672311,0.042504533,0.038874488,0.034149481,0.031252297,0.027428976,0.025680075
