1,1.5,2,2.82239,2.82241,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4009.6993,1330.9244,593.59397,220.6798,222.61659,186.97719,80.735945,78.519491,222.84488,127.5231,77.627872,35.151855,18.842107,6.045687,2.7539045,1.0057354,0.56649009,0.40464252,0.32935841,0.26252205,0.23234741,0.19650098,0.1767848,0.15203709,0.13577018,0.12381304,0.114422,0.10043427,0.09026589,0.080719336,0.073480226,0.063123862,0.050839955,0.043728644,0.039087463,0.035847783,0.031637468,0.02908178,0.025758336,0.02428592
