1,1.5,1.96009,1.96011,2,2.03079,2.03081,2.23385,2.45719,2.45721,2.61935,2.79219,2.79221,3,3.04849,3.04851,4,5,6,8,10,10.87089,10.87091,11.6033,12.38499,12.38501,12.6731,12.96799,12.96801,15,20,30,40,50,60,73.87079,73.87081,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
91002.24,40648.57,23089.11,45207.71,50060.26,59178.54,64640.48,64369.64,57463.22,66536.36,56966.68,48773.77,51820.72,43740.66,42183.33,43988.93,23089.11,13397.552,8522.432,4143.852,2358.565,1908.9706,4787.097,4198.02,3392.271,4649.42,4414.692,4166.422,4805.153,3335.846,1588.7023,551.3851,259.3293,144.76398,90.32514,53.2652,229.3112,187.1053,105.98872,37.9176,18.794039,7.705398,4.538827,3.222996,2.539125,1.8561568,1.5133185,1.2695625,1.1361738,1.0061706,0.92537,0.9174705,0.9330438,0.9578708,1.0181327,1.0813287,1.2282594,1.3442692
