1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2101.413,665.484,287.60749,85.874106,35.9339,18.200817,10.436682,4.3792443,2.2855298,0.79693237,0.44947269,0.27193236,0.22485982,0.20455903,0.19258863,0.17765208,0.16735698,0.14915018,0.136166,0.11814769,0.10581458,0.096609494,0.089329119,0.078449796,0.070522529,0.0630772,0.057407591,0.049206628,0.039369922,0.033586472,0.029761103,0.027050349,0.023457014,0.021211434,0.018160728,0.016683889
