1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
5445.3268,4958.8295,4515.856,4532.3631,1839.0763,823.62896,673.11792,679.41493,452.56618,457.81878,313.37543,317.51435,266.96059,155.56325,158.5947,117.3021,60.620008,35.209398,14.898147,7.6823534,2.4213873,1.1710733,0.53908681,0.38246053,0.32214631,0.29156704,0.25952332,0.24104727,0.21243427,0.19335032,0.16740494,0.1497463,0.136668,0.12635776,0.11097482,0.099771373,0.089203974,0.081180278,0.069706281,0.055982776,0.047988857,0.042741276,0.039048424,0.034229753,0.031264637,0.027328454,0.025507318
