1,1.5,2,2.14549,2.14551,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4661.4832,1562.4832,701.31173,574.0085,760.77616,306.23258,135.96846,132.33324,309.57448,176.97311,107.72455,48.704726,26.046496,8.279187,3.7154558,1.2986428,0.6948816,0.4742976,0.3730314,0.2853466,0.2475228,0.205548,0.183932,0.1576568,0.14062468,0.1281777,0.11843076,0.10393124,0.09339974,0.08351532,0.07603638,0.0653947,0.05285098,0.0456505,0.0409871,0.03775954,0.03361624,0.03114482,0.02802478,0.02672992
