1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
5428.262,4943.2375,4501.6101,4518.1179,1833.1251,820.93626,670.91776,677.21483,451.10281,456.35545,312.37661,318.58819,268.00112,156.2552,160.80363,119.02295,61.602724,35.823138,15.182262,7.8354275,2.4685561,1.1902605,0.54330137,0.3829899,0.32139563,0.29028151,0.25787605,0.23932765,0.21078033,0.19180941,0.16605224,0.14853093,0.13555654,0.12532929,0.11007043,0.09895794,0.088477019,0.080519254,0.06914225,0.055539331,0.047618663,0.042421101,0.038764949,0.033996532,0.031064587,0.027177273,0.025383061
