1,1.5,2,2.47199,2.47201,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
12321.42,4230.5624,1932.5928,1070.9445,2362.7359,1468.6682,677.56248,660.17969,1448.2223,834.85502,511.18141,232.57258,124.62123,39.319788,17.26083,5.5542586,2.6425958,1.5923859,1.1211167,0.7322847,0.5806763,0.44023984,0.38279609,0.32219251,0.28573474,0.25980404,0.23977479,0.21015688,0.1887576,0.16873577,0.15372348,0.1328247,0.10888849,0.095676118,0.087429404,0.08197892,0.075386934,0.071855613,0.068242004,0.067556272
