1,1.00334,1.00669,1.00671,1.11018,1.22429,1.22431,1.30316,1.38709,1.38711,1.5,2,3,3.44179,3.44181,3.52548,3.61119,3.61121,4,4.17379,4.17381,5,5.00089,5.00091,5.18067,5.36689,5.36691,6,8,10,15,16.73309,16.73311,20,20.31369,20.31371,20.7054,21.10459,21.10461,30,40,50,60,80,100,112.60099,112.60101,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
100366.1,99751.3,99151.87,105561.16,88454.35,73683.78,74744.31,66260.07,58636.55,59804.67,51135.99,28188.58,11616.646,8527.276,20949.31,19458.42,18213.45,26052.15,20211.55,18167.34,21118.38,13462.583,13456.435,14275.656,13086.018,12003.97,12517.328,9555.529,4724.738,2718.953,990.1354,753.5911,1736.81,1079.7425,1037.0139,1452.7724,1382.5315,1318.1312,1515.6357,626.6349,300.7909,169.8385,106.49873,51.36654,29.57188,22.20965,79.89326,39.57775,19.79656,7.918624,4.463448,3.026353,2.285519,1.564666,1.2199169,0.986754,0.8664069,0.7572799,0.6910352,0.6831965,0.6945703,0.7133217,0.7597391,0.8086157,0.9222,1.0131904
