1,1.5,2,2.48399,2.48401,2.53429,2.58559,2.58561,3,3.06639,3.06641,3.3013,3.55419,3.55421,3.69948,3.85069,3.85071,4,5,6,6.53899,6.53901,8,10,13.03519,13.03521,15,15.19999,15.20001,15.5269,15.86079,15.86081,20,30,40,50,60,80,88.00449,88.00451,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
24710.849,9804.0912,4931.1471,2901.002,3887.7479,4350.3057,4633.4494,5483.8641,4205.5834,3971.9068,4450.0588,3707.8729,3077.9938,3225.2404,2926.6173,2654.2316,2748.5347,2507.4329,1446.0527,916.91006,737.89158,1492.3394,903.28539,506.70864,252.23216,409.56368,281.15398,271.368,338.70825,321.93477,304.97399,338.72673,186.16446,63.918809,29.891501,16.643997,10.39134,5.0681176,4.0451904,13.596965,9.8726569,3.7259037,1.9564835,0.90332005,0.58879777,0.45089422,0.37522778,0.29384986,0.24926402,0.21487227,0.19375162,0.16964368,0.14850752,0.14031002,0.13725192,0.13667129,0.13887266,0.14306586,0.15506418,0.16593651
