1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
168.22897,47.96798,19.492944,5.4636337,2.2769728,1.2028429,0.74910223,0.40257502,0.28316239,0.194943,0.17131273,0.1548333,0.14700975,0.14142786,0.13685998,0.12923141,0.12290562,0.11047925,0.10115398,0.087905249,0.078747214,0.071908138,0.066518093,0.058436262,0.052534794,0.046974275,0.042727427,0.036541253,0.028984694,0.024452904,0.021410341,0.019212067,0.016246305,0.014331344,0.011604539,0.010179284
