1,1.03542,1.07209,1.07211,1.14237,1.30499,1.30501,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.20289,3.20291,3.60739,3.60741,4,4.03809,4.03811,4.96639,4.96641,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
1785.2657,1625.6771,1480.3743,1485.8327,1252.7859,876.08111,876.04503,602.59552,269.78502,220.47088,222.55294,148.2286,150.8354,103.29171,105.34547,88.636695,73.195311,73.193975,51.695009,52.697307,38.996122,37.91908,37.918525,20.578951,20.578706,20.173254,11.72636,4.9672613,2.563117,0.80812345,0.39043582,0.17911571,0.12673321,0.10657941,0.096376096,0.085713751,0.079584945,0.070118698,0.063814816,0.055249211,0.049421105,0.045104503,0.041701732,0.036624653,0.032927002,0.029439777,0.026791834,0.023005096,0.01847652,0.015838775,0.014107367,0.01288909,0.011299353,0.010321253,0.0090231797,0.0084228957
