1,1.10304,1.21669,1.21671,1.23215,1.24779,1.24781,1.32844,1.41429,1.41431,1.5,2,2.57959,2.57961,2.63305,2.68759,2.68761,3,3.17689,3.17691,3.42677,3.69629,3.69631,3.84472,3.99909,3.99911,4,5,6,8,10,11.10309,11.10311,13.41859,13.41861,15,15.71109,15.71111,16.0457,16.38749,16.38751,20,30,40,50,60,80,90.52589,90.52591,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
33436.687,27253.005,22225.894,26212.64,26112.278,25894.672,28042.933,25233.178,22159.557,23072.777,20335.059,10592.47,5826.3792,10632.96,10871.172,10775.49,14239.514,11259.618,9719.479,11030.443,9172.0037,7589.8612,7986.9723,7273.1093,6610.5822,6868.9425,6863.7613,3987.5029,2541.4624,1236.4434,703.89119,539.99187,751.87644,465.2011,901.03109,671.10958,593.88401,780.00518,743.26034,704.9114,798.68956,481.89523,168.48991,79.550883,44.481545,27.769056,13.435466,9.9360367,36.36625,28.321137,10.421626,5.2854816,2.2503949,1.3653819,0.99061667,0.79256474,0.5903161,0.48657035,0.41111147,0.36789377,0.32284661,0.28818725,0.27785162,0.27643221,0.27906548,0.28961944,0.3027218,0.33586563,0.36370864
