1,1.0098,1.01969,1.01971,1.03119,1.03542,1.04279,1.04281,1.07209,1.07211,1.11565,1.14237,1.19359,1.19361,1.30499,1.30501,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,4.03809,4.03811,5,6,7.11199,7.11201,8,9.65859,9.65861,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2309.2005,2247.7039,2187.8821,2187.806,2121.0832,2097.1975,2056.4512,2056.3743,1904.6852,1907.2972,1708.4369,1600.1785,1417.3802,1417.3334,1107.4704,1107.5153,753.6396,331.36375,269.77049,270.09044,178.41412,179.65451,121.97234,123.56779,103.50756,59.806358,60.11988,44.230775,42.990202,43.006202,22.655903,13.085139,7.8551005,7.8615555,5.5273602,3.1798447,3.1838467,2.8764723,0.96054754,0.50856175,0.2785887,0.21949857,0.19526319,0.18184646,0.16615028,0.1559465,0.13859757,0.12644416,0.10965568,0.098177686,0.089629025,0.082873485,0.072784038,0.065431231,0.058514499,0.053252109,0.045657595,0.036539987,0.031184469,0.027643452,0.025134366,0.021816131,0.019744157,0.016931748,0.015573478
