1,1.03542,1.07209,1.07211,1.5,2,2.47199,2.47201,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2257.9334,2049.9416,1861.1443,1866.5276,735.59156,322.79904,173.35585,175.07521,118.7935,120.14846,100.60352,42.697726,21.831414,12.596773,5.3120227,2.7620195,0.9275183,0.49559086,0.27581875,0.21913599,0.19572436,0.18264168,0.16717355,0.15701646,0.1396235,0.1273981,0.11049404,0.098933856,0.090321051,0.0835136,0.073345901,0.065936126,0.058967124,0.053664385,0.046007993,0.036815994,0.031415093,0.027843279,0.025311847,0.021962238,0.019869748,0.017027649,0.015653276
