1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2200.6134,2004.079,1825.1205,1831.746,743.50831,333.05761,272.20757,273.46774,182.10992,184.21834,126.06118,128.55455,108.12593,63.024257,64.241099,47.521928,24.566149,14.271809,6.0403818,3.1149765,0.98127854,0.47399194,0.21754158,0.15400516,0.129559,0.11718174,0.10423704,0.096791301,0.085284084,0.077618154,0.067200093,0.060110347,0.054860214,0.050721461,0.04454656,0.040049437,0.035807377,0.032586564,0.027981539,0.022474028,0.019266399,0.017161041,0.015679623,0.013747066,0.012558223,0.010980679,0.010251416
