1,1.03199,1.03542,1.06499,1.06501,1.07209,1.07211,1.13851,1.21709,1.21711,1.5,2,3,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.01189,5.01191,5.18274,5.18809,5.18811,5.35939,5.35941,5.53401,5.71429,5.71431,6,8,10,15,20,30,33.16939,33.16941,35.98459,35.98461,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
41643.566,39020.592,38751.841,36517.61,37603.548,37088.62,37825.841,33303.788,28856.159,29557.019,18634.438,9534.7927,3553.827,1730.1145,1243.1761,2335.3734,2189.9341,2035.2054,2543.4117,2388.3784,2374.0508,3385.4583,3119.7296,3111.236,3369.4026,3099.1269,3571.3709,3308.7429,3046.3635,3274.9824,2908.1442,1385.1889,771.85434,262.24915,121.12607,40.792613,31.231495,95.704153,77.482219,136.4674,103.61612,58.054853,35.724731,16.58221,9.1783097,3.288041,1.71615,0.81994619,0.55809534,0.44238305,0.37763866,0.30530273,0.26372902,0.23043689,0.20944127,0.18592319,0.16779924,0.16309098,0.16334371,0.16562491,0.17309469,0.1817591,0.20262774,0.21952446
