1,1.5,2,2.14549,2.14551,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4361.4882,1453.6143,649.7461,531.25098,967.06362,402.73415,181.55982,176.7652,252.72406,141.77572,85.416195,38.01131,20.131602,6.3364168,2.8531748,1.0306716,0.578662,0.4131512,0.3363808,0.2683548,0.2376136,0.201012,0.1808408,0.1555092,0.13883604,0.1265964,0.116991,0.10268832,0.09229136,0.08252636,0.07513548,0.064603,0.05216792,0.04501448,0.04037376,0.03715292,0.03301256,0.03053008,0.02737616,0.0260442
