1,1.03542,1.07209,1.07211,1.5,2,2.47199,2.47201,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3570.0165,3242.0567,2944.281,2952.4958,1166.6452,512.92485,275.79112,278.41613,189.04577,191.1145,160.07001,68.011566,34.796645,20.084356,8.4685236,4.398504,1.4680818,0.77788622,0.42706017,0.33693419,0.29993765,0.27942533,0.25538317,0.23972653,0.21307327,0.19439175,0.16858297,0.1509372,0.13779464,0.12740873,0.11189699,0.10059301,0.089959797,0.081869759,0.070195854,0.056183578,0.047954635,0.042514899,0.038661261,0.033566116,0.030385898,0.026071953,0.023990829
